POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
5,2164,Kemarley†BROWN,BRNBRN,10.13,0.152,100 m,Semi,M,2016
6,2447,James†DASAOLU,GBRGBR,10.16,0.145,100 m,Semi,M,2016
7,2636,Aska†CAMBRIDGE,JPNJPN,10.17,0.135,100 m,Semi,M,2016
,2016,Daniel†BAILEY,ANTANT,DNS,,100 m,Semi,M,2016
1,2612,Usain†BOLT,JAMJAM,9.81,0.155,100 m,Final,M,2016
2,3069,Justin†GATLIN,USAUSA,9.89,0.152,100 m,Final,M,2016
3,2196,Andre†DE GRASSE,CANCAN,9.91,0.141,100 m,Final,M,2016
4,2611,Yohan†BLAKE,JAMJAM,9.93,0.145,100 m,Final,M,2016
5,2909,Akani†SIMBINE,RSARSA,9.94,0.128,100 m,Final,M,2016
6,2245,Ben Youssef†MEIT…,CIVCIV,9.96,0.156,100 m,Final,M,2016
7,2434,Jimmy†VICAUT,FRAFRA,10.04,0.14,100 m,Final,M,2016
8,3054,Trayvon†BROMELL,USAUSA,10.06,0.135,100 m,Final,M,2016
1,895,Stephenie Ann†MCPHERSON,JAMJAM,51.36 Q,0.139,400 m,Heats,F,2016
2,1056,Patience Okon†GEORGE,NGRNGR,51.83 Q,0.185,400 m,Heats,F,2016
3,337,Anneliese†RUBIE,AUSAUS,51.92 q,0.159,400 m,Heats,F,2016
4,1298,Iuliia†OLISHEVSKA,UKRUKR,52.45,0.199,400 m,Heats,F,2016
5,1017,DjÈnÈbou†DANT…,MLIMLI,52.85,0.209,400 m,Heats,F,2016
6,834,NIRMLA,INDIND,53.03,0.212,400 m,Heats,F,2016
7,973,Gunta†LATIäEVA-CUDARE,LATLAT,53.08,0.203,400 m,Heats,F,2016
1,1339,Allyson†FELIX,USAUSA,51.24 Q,0.184,400 m,Heats,F,2016
2,1315,Olha†ZEMLYAK,UKRUKR,51.40 Q,0.172,400 m,Heats,F,2016
3,1192,Tamara†SALAäKI,SRBSRB,52.7,0.147,400 m,Heats,F,2016
4,1171,Tsholofelo†THIPE,RSARSA,52.8,0.117,400 m,Heats,F,2016
5,1219,Iveta†PUTALOV¡,SVKSVK,52.82,0.198,400 m,Heats,F,2016
6,619,Aauri Lorena†BOKESA,ESPESP,53.51,0.17,400 m,Heats,F,2016
7,698,Seren†BUNDY-DAVIES,GBRGBR,53.63,0.204,400 m,Heats,F,2016
1,1341,Phyllis†FRANCIS,USAUSA,50.58 Q,0.229,400 m,Heats,F,2016
2,443,Oluwakemi†ADEKOYA,BRNBRN,50.72 Q,0.178,400 m,Heats,F,2016
3,1053,Margaret†BAMGBOSE,NGRNGR,51.43 q,0.188,400 m,Heats,F,2016
4,1121,Patrycja†WYCISZKIEWICZ,POLPOL,52.02 q,0.164,400 m,Heats,F,2016
5,469,Alicia†BROWN,CANCAN,52.27,0.211,400 m,Heats,F,2016
6,420,Jailma†DE LIMA,BRABRA,52.65,0.198,400 m,Heats,F,2016
7,1166,Justine†PALFRAMAN,RSARSA,53.96,0.156,400 m,Heats,F,2016
1,1347,Natasha†HASTINGS,USAUSA,51.31 Q,0.168,400 m,Heats,F,2016
2,714,Christine†OHURUOGU,GBRGBR,51.40 Q,0.157,400 m,Heats,F,2016
3,860,Mariabenedicta†CHIGBOLU,ITAITA,52.06,0.141,400 m,Heats,F,2016
4,410,Lydia†JELE,BOTBOT,52.24,0.158,400 m,Heats,F,2016
5,1275,Olha†BIBIK,UKRUKR,52.33,0.13,400 m,Heats,F,2016
6,471,Kendra†CLARKE,CANCAN,53.61,0.165,400 m,Heats,F,2016
7,967,Vijona†KRYEZIU,KOSKOS,54.3,0.17,400 m,Heats,F,2016
1,361,Shaunae†MILLER,BAHBAH,51.16 Q,0.18,400 m,Heats,F,2016
2,332,Morgan†MITCHELL,AUSAUS,51.30 Q,0.143,400 m,Heats,F,2016
3,780,Ruth Sophia†SPELMEYER,GERGER,51.43 q,0.154,400 m,Heats,F,2016
4,699,Emily†DIAMOND,GBRGBR,51.76 q,0.182,400 m,Heats,F,2016
5,809,Kanika†BECKLES,GRNGRN,52.41,0.181,400 m,Heats,F,2016
6,1159,Bianca†RAZOR,ROUROU,52.42,0.19,400 m,Heats,F,2016
7,1402,Kineke†ALEXANDER,VINVIN,52.45,0.173,400 m,Heats,F,2016
1,453,Salwa Eid†NASER,BRNBRN,51.06 Q,0.147,400 m,Heats,F,2016
2,863,Libania†GRENOT,ITAITA,51.17 Q,0.173,400 m,Heats,F,2016
3,678,Floria†GUEI,FRAFRA,51.29 q,0.185,400 m,Heats,F,2016
4,1125,C·tia†AZEVEDO,PORPOR,52.38,0.144,400 m,Heats,F,2016
5,979,Mariam†KROMAH,LBRLBR,52.79,0.21,400 m,Heats,F,2016
6,1401,Thi Huyen†NGUYEN,VIEVIE,52.97,0.172,400 m,Heats,F,2016
7,806,IrÌni†VASILÕOU,GREGRE,54.37,0.192,400 m,Heats,F,2016
8,1190,Maryan†MUSE,SOMSOM,01:10.1,0.189,400 m,Heats,F,2016
1,890,Shericka†JACKSON,JAMJAM,51.73 Q,0.18,400 m,Heats,F,2016
2,1404,Kabange†MUPOPO,ZAMZAM,51.76 Q,0.165,400 m,Heats,F,2016
3,1116,Justyna†SWIETY,POLPOL,51.82 q,0.168,400 m,Heats,F,2016
4,409,Christine†BOTLOGETSWE,BOTBOT,52.37,0.233,400 m,Heats,F,2016
5,1062,Omolara†OMOTOSO,NGRNGR,53.22,0.188,400 m,Heats,F,2016
6,930,Elina†MIKHINA,KAZKAZ,53.83,0.227,400 m,Heats,F,2016
7,1146,Dalal Mesfer†AL HARITH,QATQAT,01:07.1,0.173,400 m,Heats,F,2016
1,884,Christine†DAY,JAMJAM,51.54 Q,0.166,400 m,Heats,F,2016
2,484,Carline†MUIR,CANCAN,51.57 Q,0.25,400 m,Heats,F,2016
3,1100,Malgorzata†HOLUB,POLPOL,51.80 q,0.212,400 m,Heats,F,2016
4,415,Geisa Aparecida†COUTINHO,BRABRA,52.05,0.193,400 m,Heats,F,2016
5,812,Aliyah†ABRAMS,GUYGUY,52.79,0.18,400 m,Heats,F,2016
6,1066,Mariama†MAMOUDOU,NIGNIG,54.32,0.22,400 m,Heats,F,2016
,929,Anastassya†KUDINOVA,KAZKAZ,DQ,0.208,400 m,Heats,F,2016
1,1341,Phyllis†FRANCIS,USAUSA,50.31 Q,0.189,400 m,Semi,F,2016
2,895,Stephenie Ann†MCPHERSON,JAMJAM,50.69 Q,0.158,400 m,Semi,F,2016
3,1315,Olha†ZEMLYAK,UKRUKR,50.75 q,0.189,400 m,Semi,F,2016
4,443,Oluwakemi†ADEKOYA,BRNBRN,50.88,0.161,400 m,Semi,F,2016
5,714,Christine†OHURUOGU,GBRGBR,51.22,0.145,400 m,Semi,F,2016
6,780,Ruth Sophia†SPELMEYER,GERGER,51.61,0.155,400 m,Semi,F,2016
7,1053,Margaret†BAMGBOSE,NGRNGR,51.92,0.212,400 m,Semi,F,2016
8,1121,Patrycja†WYCISZKIEWICZ,POLPOL,52.51,0.174,400 m,Semi,F,2016
1,890,Shericka†JACKSON,JAMJAM,49.83 Q,0.184,400 m,Semi,F,2016
2,1347,Natasha†HASTINGS,USAUSA,49.90 Q,0.188,400 m,Semi,F,2016
3,453,Salwa Eid†NASER,BRNBRN,50.88,0.139,400 m,Semi,F,2016
4,678,Floria†GUEI,FRAFRA,51.08,0.178,400 m,Semi,F,2016
5,484,Carline†MUIR,CANCAN,51.11,0.226,400 m,Semi,F,2016
6,699,Emily†DIAMOND,GBRGBR,51.49,0.178,400 m,Semi,F,2016
7,1100,Malgorzata†HOLUB,POLPOL,51.93,0.136,400 m,Semi,F,2016
8,332,Morgan†MITCHELL,AUSAUS,52.68,0.136,400 m,Semi,F,2016
1,1339,Allyson†FELIX,USAUSA,49.67 Q,0.174,400 m,Semi,F,2016
2,361,Shaunae†MILLER,BAHBAH,49.91 Q,0.167,400 m,Semi,F,2016
3,863,Libania†GRENOT,ITAITA,50.60 q,0.156,400 m,Semi,F,2016
4,884,Christine†DAY,JAMJAM,51.53,0.186,400 m,Semi,F,2016
5,1116,Justyna†SWIETY,POLPOL,51.62,0.171,400 m,Semi,F,2016
6,337,Anneliese†RUBIE,AUSAUS,51.96,0.172,400 m,Semi,F,2016
7,1404,Kabange†MUPOPO,ZAMZAM,52.04,0.155,400 m,Semi,F,2016
8,1056,Patience Okon†GEORGE,NGRNGR,52.52,0.161,400 m,Semi,F,2016
1,361,Shaunae†MILLER,BAHBAH,49.44,0.155,400 m,Final,F,2016
2,1339,Allyson†FELIX,USAUSA,49.51,0.177,400 m,Final,F,2016
3,890,Shericka†JACKSON,JAMJAM,49.85,0.176,400 m,Final,F,2016
4,1347,Natasha†HASTINGS,USAUSA,50.34,0.161,400 m,Final,F,2016
5,1341,Phyllis†FRANCIS,USAUSA,50.41,0.219,400 m,Final,F,2016
6,895,Stephenie Ann†MCPHERSON,JAMJAM,50.97,0.133,400 m,Final,F,2016
7,1315,Olha†ZEMLYAK,UKRUKR,51.24,0.183,400 m,Final,F,2016
8,863,Libania†GRENOT,ITAITA,51.25,0.149,400 m,Final,F,2016
1,2008,Abdelmalik†LAHOULOU,ALGALG,48.62 Q,0.189,400 m H,Heats,M,2016
2,2699,Boniface Mucheru†TUMUTI,KENKEN,48.91 Q,0.184,400 m H,Heats,M,2016
3,3059,Kerron†CLEMENT,USAUSA,49.17 Q,0.152,400 m H,Heats,M,2016
4,2648,Yuki†MATSUSHITA,JPNJPN,49.6,0.211,400 m H,Heats,M,2016
5,2800,Miles†UKAOMA,NGRNGR,49.84,0.145,400 m H,Heats,M,2016
6,2156,Marcio†TELES,BRABRA,50.41,0.191,400 m H,Heats,M,2016
7,2066,Jeffery†GIBSON,BAHBAH,52.77,0.185,400 m H,Heats,M,2016
1,2999,Yasmani†COPELLO,TURTUR,49.52 Q,0.236,400 m H,Heats,M,2016
2,2869,Eric†ALEJANDRO,PURPUR,49.54 Q,0.197,400 m H,Heats,M,2016
3,2155,Mahau†SUGUIMATI,BRABRA,49.77 Q,0.156,400 m H,Heats,M,2016
4,2376,Jaak-Heinrich†JAGOR,ESTEST,49.78,0.148,400 m H,Heats,M,2016
5,2948,Kariem†HUSSEIN,SUISUI,49.8,0.101,400 m H,Heats,M,2016
6,2919,Amadou†NDIAYE,SENSEN,49.91,0.171,400 m H,Heats,M,2016
7,2952,Martin†KUCERA,SVKSVK,51.47,0.162,400 m H,Heats,M,2016
8,2260,Maoulida†DAROUECHE,COMCOM,52.32,0.179,400 m H,Heats,M,2016
1,2807,Karsten†WARHOLM,NORNOR,48.49 Q,0.143,400 m H,Heats,M,2016
2,2872,Javier†CULSON,PURPUR,48.53 Q,0.172,400 m H,Heats,M,2016
3,2382,Rasmus†MƒGI,ESTEST,48.55 Q,0.15,400 m H,Heats,M,2016
4,2615,Roxroy†CATO,JAMJAM,48.56 q,0.184,400 m H,Heats,M,2016
5,2011,Miloud†RAHMANI,ALGALG,49.73,0.202,400 m H,Heats,M,2016
6,2671,Dmitriy†KOBLOV,KAZKAZ,49.87,0.161,400 m H,Heats,M,2016
7,2273,JosÈ Luis†GASPAR,CUBCUB,50.58,0.169,400 m H,Heats,M,2016
8,2920,Ned Justeen†AZEMIA,SEYSEY,50.74,0.188,400 m H,Heats,M,2016
1,2652,Keisuke†NOZAWA,JPNJPN,48.62 Q,0.138,400 m H,Heats,M,2016
2,2581,Thomas†BARR,IRLIRL,48.93 Q,0.169,400 m H,Heats,M,2016
3,2826,Eric†CRAY,PHIPHI,49.05 Q,0.142,400 m H,Heats,M,2016
4,2621,Jaheel†HYDE,JAMJAM,49.24 q,0.186,400 m H,Heats,M,2016
5,2357,Sergio†FERN¡NDEZ,ESPESP,49.31 q,0.139,400 m H,Heats,M,2016
6,2471,Sebastian†RODGER,GBRGBR,49.54,0.175,400 m H,Heats,M,2016
7,2898,Le Roux†HAMMAN,RSARSA,49.72,0.186,400 m H,Heats,M,2016
8,2979,Jehue†GORDON,TTOTTO,49.98,0.169,400 m H,Heats,M,2016
1,2631,Annsert†WHYTE,JAMJAM,48.37 Q,0.156,400 m H,Heats,M,2016
2,2457,Jack†GREEN,GBRGBR,48.96 Q,0.188,400 m H,Heats,M,2016
3,3095,Byron†ROBINSON,USAUSA,48.98 Q,0.229,400 m H,Heats,M,2016
4,2405,Oskari†M÷R÷,FINFIN,49.04 q,0.155,400 m H,Heats,M,2016
5,2090,MichaÎl†BULTHEEL,BELBEL,49.37 q,0.142,400 m H,Heats,M,2016
6,2772,Kurt†COUTO,MOZMOZ,49.74,0.173,400 m H,Heats,M,2016
7,2899,Lindsay†HANEKOM,RSARSA,50.22,0.154,400 m H,Heats,M,2016
,2675,Nicholas Kiplagat†BETT,KENKEN,DQ R 168.7b,0.158,400 m H,Heats,M,2016
1,2686,Haron†KOECH,KENKEN,48.77 Q,0.157,400 m H,Heats,M,2016
2,2913,L.J.†VAN ZYL,RSARSA,49.12 Q,0.148,400 m H,Heats,M,2016
3,3042,AndrÈs†SILVA,URUURU,49.21 Q,0.133,400 m H,Heats,M,2016
4,2261,Jordin†ANDRADE,CPVCPV,49.35 q,0.171,400 m H,Heats,M,2016
5,2993,Mohamed†SGHAIER,TUNTUN,50.09,0.182,400 m H,Heats,M,2016
6,3101,Michael†TINSLEY,USAUSA,50.18,0.164,400 m H,Heats,M,2016
7,2971,Chieh†CHEN,TPETPE,50.65,0.201,400 m H,Heats,M,2016
8,2833,Patryk†DOBEK,POLPOL,50.66,0.182,400 m H,Heats,M,2016
1,3059,Kerron†CLEMENT,USAUSA,48.26 Q,0.141,400 m H,Semi,M,2016
2,2699,Boniface Mucheru†TUMUTI,KENKEN,48.85 Q,0.181,400 m H,Semi,M,2016
3,2357,Sergio†FERN¡NDEZ,ESPESP,48.87,0.15,400 m H,Semi,M,2016
4,2008,Abdelmalik†LAHOULOU,ALGALG,49.08,0.2,400 m H,Semi,M,2016
5,2621,Jaheel†HYDE,JAMJAM,49.17,0.131,400 m H,Semi,M,2016
6,2652,Keisuke†NOZAWA,JPNJPN,49.2,0.158,400 m H,Semi,M,2016
7,2826,Eric†CRAY,PHIPHI,49.37,0.139,400 m H,Semi,M,2016
8,2457,Jack†GREEN,GBRGBR,49.54,0.185,400 m H,Semi,M,2016
1,2631,Annsert†WHYTE,JAMJAM,48.32 Q,0.159,400 m H,Semi,M,2016
2,2872,Javier†CULSON,PURPUR,48.46 Q,0.154,400 m H,Semi,M,2016
3,2999,Yasmani†COPELLO,TURTUR,48.61 q,0.201,400 m H,Semi,M,2016
4,2382,Rasmus†MƒGI,ESTEST,48.64 q,0.121,400 m H,Semi,M,2016
5,2913,L.J.†VAN ZYL,RSARSA,49,0.161,400 m H,Semi,M,2016
6,2261,Jordin†ANDRADE,CPVCPV,49.32,0.165,400 m H,Semi,M,2016
7,2405,Oskari†M÷R÷,FINFIN,49.75,0.115,400 m H,Semi,M,2016
8,2155,Mahau†SUGUIMATI,BRABRA,49.77,0.163,400 m H,Semi,M,2016
1,2581,Thomas†BARR,IRLIRL,48.39 Q,0.172,400 m H,Semi,M,2016
2,2686,Haron†KOECH,KENKEN,48.49 Q,0.139,400 m H,Semi,M,2016
3,3095,Byron†ROBINSON,USAUSA,48.65,0.161,400 m H,Semi,M,2016
4,2807,Karsten†WARHOLM,NORNOR,48.81,0.151,400 m H,Semi,M,2016
5,2090,MichaÎl†BULTHEEL,BELBEL,49.46,0.156,400 m H,Semi,M,2016
6,3042,AndrÈs†SILVA,URUURU,49.75,0.166,400 m H,Semi,M,2016
7,2869,Eric†ALEJANDRO,PURPUR,49.95,0.199,400 m H,Semi,M,2016
,2615,Roxroy†CATO,JAMJAM,DQ R 168.7a,0.183,400 m H,Semi,M,2016
1,3059,Kerron†CLEMENT,USAUSA,47.73,0.227,400 m H,Final,M,2016
2,2699,Boniface Mucheru†TUMUTI,KENKEN,47.78,0.165,400 m H,Final,M,2016
3,2999,Yasmani†COPELLO,TURTUR,47.92,0.186,400 m H,Final,M,2016
4,2581,Thomas†BARR,IRLIRL,47.97,0.191,400 m H,Final,M,2016
5,2631,Annsert†WHYTE,JAMJAM,48.07,0.167,400 m H,Final,M,2016
6,2382,Rasmus†MƒGI,ESTEST,48.4,0.182,400 m H,Final,M,2016
7,2686,Haron†KOECH,KENKEN,49.09,0.159,400 m H,Final,M,2016
,2872,Javier†CULSON,PURPUR,DQ R 162.7,,400 m H,Final,M,2016
1,2624,Omar†MCLEOD,JAMJAM,13.27 Q,0.168,110 m H,Heats,M,2016
2,3092,Jeff†PORTER,USAUSA,13.50 Q,0.147,110 m H,Heats,M,2016
3,2548,Jeffrey†JULMIS,HAIHAI,13.66 Q,0.149,110 m H,Heats,M,2016
4,2793,Antwon†HICKS,NGRNGR,13.70 Q,0.151,110 m H,Heats,M,2016
1,2368,Orlando†ORTEGA,ESPESP,13.32 Q,0.124,110 m H,Heats,M,2016
2,2552,Bal·zs†BAJI,HUNHUN,13.52 Q,0.151,110 m H,Heats,M,2016
3,2296,Milan†TRAJKOVIC,CYPCYP,13.59 Q,0.143,110 m H,Heats,M,2016
4,2194,Johnathan†CABRAL,CANCAN,13.63 Q,0.153,110 m H,Heats,M,2016
1,2413,Dimitri†BASCOU,FRAFRA,13.31 Q,0.151,110 m H,Heats,M,2016
2,2469,Andrew†POZZI,GBRGBR,13.50 Q,0.127,110 m H,Heats,M,2016
3,2629,Andrew†RILEY,JAMJAM,13.52 Q,0.136,110 m H,Heats,M,2016
4,2138,Jo„o Vitor†DE OLIVEIRA,BRABRA,13.63 Q,0.121,110 m H,Heats,M,2016
5,2891,Antonio†ALKANA,RSARSA,13.64 q,0.128,110 m H,Heats,M,2016
6,2307,Petr†SVOBODA,CZECZE,13.65 q,0.132,110 m H,Heats,M,2016
7,2987,Mikel†THOMAS,TTOTTO,13.68,0.131,110 m H,Heats,M,2016
8,2593,Eddie†LOVETT,ISVISV,13.77,0.143,110 m H,Heats,M,2016
1,2531,KonstadÌnos†DOUVALÕDIS,GREGRE,13.41 Q,0.124,110 m H,Heats,M,2016
2,3045,Devon†ALLEN,USAUSA,13.41 Q,0.127,110 m H,Heats,M,2016
3,2520,Gregor†TRABER,GERGER,13.50 Q,0.149,110 m H,Heats,M,2016
4,2279,Yordan L.†O'FARRILL,CUBCUB,13.56 Q,0.13,110 m H,Heats,M,2016
5,2354,Yidiel†CONTRERAS,ESPESP,13.62 q,0.137,110 m H,Heats,M,2016
6,2214,Ronald†FORBES,CAYCAY,14.67,0.131,110 m H,Heats,M,2016
7,2731,Ahmad†HAZER,LIBLIB,15.5,0.144,110 m H,Heats,M,2016
,2414,Wilhem†BELOCIAN,FRAFRA,DQ R 162.7,,110 m H,Heats,M,2016
1,3047,Ronnie†ASH,USAUSA,13.31 Q,0.149,110 m H,Heats,M,2016
2,2428,Pascal†MARTINOT-LAGARDE,FRAFRA,13.36 Q,0.148,110 m H,Heats,M,2016
3,2445,Lawrence†CLARKE,GBRGBR,13.55 Q,0.146,110 m H,Heats,M,2016
4,2154,…der Antonio†SOUZA,BRABRA,13.61 Q,0.134,110 m H,Heats,M,2016
5,2832,Damian†CZYKIER,POLPOL,13.63 q,0.162,110 m H,Heats,M,2016
6,2938,Milan†RISTIC,SRBSRB,13.66,0.133,110 m H,Heats,M,2016
7,2233,Wenjun†XIE,CHNCHN,13.69,0.166,110 m H,Heats,M,2016
8,2201,Sekou†KABA,CANCAN,13.7,0.141,110 m H,Heats,M,2016
1,2614,Deuce†CARTER,JAMJAM,13.51 q,0.174,110 m H,Heats,M,2016
2,2256,Yeison†RIVAS,COLCOL,13.87,0.165,110 m H,Heats,M,2016
3,2667,Wataru†YAZAWA,JPNJPN,13.88,0.141,110 m H,Heats,M,2016
4,2489,Matthias†B‹HLER,GERGER,13.9,0.141,110 m H,Heats,M,2016
5,2504,Alexander†JOHN,GERGER,14.13,0.165,110 m H,Heats,M,2016
,2283,Jhoanis†PORTILLA,CUBCUB,DQ R 168.7b,0.137,110 m H,Heats,M,2016
,2736,Kame†ALI,MADMAD,DNS,,110 m H,Heats,M,2016
,2718,Xaysa†ANOUSONE,LAOLAO,DNS,,110 m H,Heats,M,2016
1,2368,Orlando†ORTEGA,ESPESP,13.32 Q,0.138,110 m H,Semi,M,2016
2,3047,Ronnie†ASH,USAUSA,13.36 Q,0.183,110 m H,Semi,M,2016
3,2832,Damian†CZYKIER,POLPOL,13.5,0.154,110 m H,Semi,M,2016
4,2552,Bal·zs†BAJI,HUNHUN,13.52,0.129,110 m H,Semi,M,2016
5,2469,Andrew†POZZI,GBRGBR,13.67,0.127,110 m H,Semi,M,2016
6,2614,Deuce†CARTER,JAMJAM,13.69,0.171,110 m H,Semi,M,2016
7,2279,Yordan L.†O'FARRILL,CUBCUB,13.7,0.153,110 m H,Semi,M,2016
,2548,Jeffrey†JULMIS,HAIHAI,DQ R 168.7,0.156,110 m H,Semi,M,2016
1,2624,Omar†MCLEOD,JAMJAM,13.15 Q,0.147,110 m H,Semi,M,2016
2,2428,Pascal†MARTINOT-LAGARDE,FRAFRA,13.25 Q,0.149,110 m H,Semi,M,2016
3,3045,Devon†ALLEN,USAUSA,13.36 q,0.12,110 m H,Semi,M,2016
4,2194,Johnathan†CABRAL,CANCAN,13.41 q,0.134,110 m H,Semi,M,2016
5,2520,Gregor†TRABER,GERGER,13.43,0.181,110 m H,Semi,M,2016
6,2445,Lawrence†CLARKE,GBRGBR,13.46,0.169,110 m H,Semi,M,2016
7,2891,Antonio†ALKANA,RSARSA,13.55,0.126,110 m H,Semi,M,2016
8,2307,Petr†SVOBODA,CZECZE,13.67,0.181,110 m H,Semi,M,2016
9,2138,Jo„o Vitor†DE OLIVEIRA,BRABRA,13.85,0.194,110 m H,Semi,M,2016
1,2413,Dimitri†BASCOU,FRAFRA,13.23 Q,0.152,110 m H,Semi,M,2016
2,2296,Milan†TRAJKOVIC,CYPCYP,13.31 Q,0.135,110 m H,Semi,M,2016
3,3092,Jeff†PORTER,USAUSA,13.45,0.15,110 m H,Semi,M,2016
4,2629,Andrew†RILEY,JAMJAM,13.46,0.15,110 m H,Semi,M,2016
5,2531,KonstadÌnos†DOUVALÕDIS,GREGRE,13.47,0.145,110 m H,Semi,M,2016
6,2354,Yidiel†CONTRERAS,ESPESP,13.54,0.142,110 m H,Semi,M,2016
7,2793,Antwon†HICKS,NGRNGR,14.26,0.17,110 m H,Semi,M,2016
,2154,…der Antonio†SOUZA,BRABRA,DQ R 168.7,0.137,110 m H,Semi,M,2016
1,2624,Omar†MCLEOD,JAMJAM,13.05,0.142,110 m H,Final,M,2016
2,2368,Orlando†ORTEGA,ESPESP,13.17,0.127,110 m H,Final,M,2016
3,2413,Dimitri†BASCOU,FRAFRA,13.24,0.131,110 m H,Final,M,2016
4,2428,Pascal†MARTINOT-LAGARDE,FRAFRA,13.29,0.142,110 m H,Final,M,2016
5,3045,Devon†ALLEN,USAUSA,13.31,0.135,110 m H,Final,M,2016
6,2194,Johnathan†CABRAL,CANCAN,13.4,0.146,110 m H,Final,M,2016
7,2296,Milan†TRAJKOVIC,CYPCYP,13.41,0.136,110 m H,Final,M,2016
,3047,Ronnie†ASH,USAUSA,DQ R 168.7b,0.16,110 m H,Final,M,2016
1,904,Ristananna†TRACEY,JAMJAM,54.88 Q,0.214,400 m H,Heats,F,2016
2,591,Zuzana†HEJNOV¡,CZECZE,55.54 Q,0.152,400 m H,Heats,F,2016
3,862,Ayomide†FOLORUNSO,ITAITA,55.78 Q,0.2,400 m H,Heats,F,2016
4,604,Stina†TROEST,DENDEN,56.06 q,0.153,400 m H,Heats,F,2016
5,1357,Sydney†MCLAUGHLIN,USAUSA,56.32 q,0.18,400 m H,Heats,F,2016
6,1205,Petra†FONTANIVE,SUISUI,56.8,0.148,400 m H,Heats,F,2016
7,579,Zurian†HECHAVARRÕA,CUBCUB,57.28,0.161,400 m H,Heats,F,2016
8,952,Maureen Jelagat†MAIYO,KENKEN,57.97,0.21,400 m H,Heats,F,2016
1,1111,Joanna†LINKIEWICZ,POLPOL,56.07 Q,0.159,400 m H,Heats,F,2016
2,910,Janieve†RUSSELL,JAMJAM,56.13 Q,0.133,400 m H,Heats,F,2016
3,1141,Grace†CLAXTON,PURPUR,56.40 Q,0.19,400 m H,Heats,F,2016
4,367,Tia-Adana†BELLE,BARBAR,56.68,0.155,400 m H,Heats,F,2016
5,1250,Sparkle†MCKNIGHT,TTOTTO,56.8,0.214,400 m H,Heats,F,2016
6,737,Jackie†BAUMANN,GERGER,59.04,0.245,400 m H,Heats,F,2016
7,1016,Drita†ISLAMI,MKDMKD,01:01.2,0.192,400 m H,Heats,F,2016
8,470,Chanice†CHASE,CANCAN,01:02.8,0.161,400 m H,Heats,F,2016
1,1373,Ashley†SPENCER,USAUSA,55.12 Q,0.163,400 m H,Heats,F,2016
2,896,Leah†NUGENT,JAMJAM,55.66 Q,0.289,400 m H,Heats,F,2016
3,1312,Viktoriya†TKACHUK,UKRUKR,56.14 Q,0.205,400 m H,Heats,F,2016
4,596,Denisa†ROSOLOV¡,CZECZE,56.36 q,0.182,400 m H,Heats,F,2016
5,1214,LÈa†SPRUNGER,SUISUI,56.58,0.134,400 m H,Heats,F,2016
6,1070,Amalie†IUEL,NORNOR,56.75,0.173,400 m H,Heats,F,2016
7,997,Hayat†LAMBARKI,MARMAR,01:00.8,0.143,400 m H,Heats,F,2016
8,314,Lilit†HARUTYUNYAN,ARMARM,01:03.1,0.177,400 m H,Heats,F,2016
1,603,Sara Slott†PETERSEN,DENDEN,55.20 Q,0.189,400 m H,Heats,F,2016
2,1165,Wenda†NEL,RSARSA,55.55 Q,0.193,400 m H,Heats,F,2016
3,1091,Emilia†ANKIEWICZ,POLPOL,55.89 Q,0.133,400 m H,Heats,F,2016
4,870,Yadisleidis†PEDROSO,ITAITA,55.91 q,0.2,400 m H,Heats,F,2016
5,1247,Janeil†BELLILLE,TTOTTO,56.25 q,0.197,400 m H,Heats,F,2016
6,387,Katsiaryna†BELANOVICH,BLRBLR,56.55,0.165,400 m H,Heats,F,2016
7,375,Axelle†DAUWENS,BELBEL,57.68,0.141,400 m H,Heats,F,2016
8,1233,Ghofrane†MOHAMED,SYRSYR,58.85,0.208,400 m H,Heats,F,2016
1,1361,Dalilah†MUHAMMAD,USAUSA,55.33 Q,0.15,400 m H,Heats,F,2016
2,483,Noelle†MONTCALM,CANCAN,56.07 Q,0.204,400 m H,Heats,F,2016
3,1311,Anna†TITIMETS,UKRUKR,56.24 Q,0.21,400 m H,Heats,F,2016
4,345,Lauren†WELLS,AUSAUS,56.26 q,0.153,400 m H,Heats,F,2016
5,665,Phara†ANACHARSIS,FRAFRA,56.64,0.206,400 m H,Heats,F,2016
6,1126,Vera†BARBOSA,PORPOR,57.28,0.227,400 m H,Heats,F,2016
7,1401,Thi Huyen†NGUYEN,VIEVIE,57.87,0.171,400 m H,Heats,F,2016
8,1385,Natalya†ASANOVA,UZBUZB,01:02.4,0.192,400 m H,Heats,F,2016
1,701,Eilidh†DOYLE,GBRGBR,55.46 Q,0.216,400 m H,Heats,F,2016
2,499,Sage†WATSON,CANCAN,55.93 Q,0.186,400 m H,Heats,F,2016
3,1284,Olena†KOLESNYCHENKO,UKRUKR,56.61 Q,0.178,400 m H,Heats,F,2016
4,1058,Amaka†OGOEGBUNAM,NGRNGR,56.96,0.166,400 m H,Heats,F,2016
5,917,Satomi†KUBOKURA,JPNJPN,57.34,0.169,400 m H,Heats,F,2016
6,859,Marzia†CARAVELLI,ITAITA,57.77,0.202,400 m H,Heats,F,2016
7,560,Sharolyn†SCOTT,CRCCRC,58.27,0.22,400 m H,Heats,F,2016
